priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta.symbol,meta.companyName,meta.industry,meta.activeSeries,meta.debtSeries,meta.isFNOSec,meta.isCASec,meta.isSLBSec,meta.isDebtSec,meta.isSuspended,meta.tempSuspendedSeries,meta.isETFSec,meta.isDelisted,meta.isin,meta.slb_isin,meta.listingDate,meta.isMunicipalBond,meta.isHybridSymbol,meta.quotepreopenstatus.equityTime,meta.quotepreopenstatus.preOpenTime,meta.quotepreopenstatus.QuotePreOpenFlag
1,NIFTY TOTAL MARKET,NIFTY TOTAL MARKET,12353.25,12479.35,12352.0,12457.05,12364.25,92.79999999999927,0.75,1904315327.24,13842.6,6252.1,967344301,0,351670540534.3,02-May-2025 10:43:47,10.009319058558372,-99.24585339325984,4.73,30-Apr-2024,https://nsearchives.nseindia.com/365d/NIFTY-TOTAL-MKT.svg,01-Apr-2025,4.4,https://nsearchives.nseindia.com/30d/NIFTY-TOTAL-MKT.svg,https://nsearchives.nseindia.com/today/NIFTY-TOTAL-MKT.svg,,,,,,,,,,,,,,,,,,,,,,
0,RAILTEL,RAILTELEQN,313.65,336.4,313.65,333.65,296.05,37.6,12.7,29076159270.42,617.8,265.5,20547788,0,6722619799.96,,45.993849142117185,-25.668549905838034,-25.91,30-Apr-2024,https://nsearchives.nseindia.com/365d/RAILTEL-EQ.svg,01-Apr-2025,-1.78,https://nsearchives.nseindia.com/30d/RAILTEL-EQ.svg,https://nsearchives.nseindia.com/today/RAILTELEQN.svg,EQ,RAILTEL,Railtel Corporation Of India Limited,Other Telecom Services,"['EQ', 'T0']",[],False,False,True,False,False,[],False,False,INE0DD101019,INE0DD101019,2021-02-26,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,MOIL,MOILEQN,323.5,355.0,322.95,351.4,315.8,35.6,11.27,25227216793.21,588.0,274.05,4639046,0,1590450530.64,,40.23809523809524,-28.224776500638555,-22.26,30-Apr-2024,https://nsearchives.nseindia.com/365d/MOIL-EQ.svg,01-Apr-2025,-3.7,https://nsearchives.nseindia.com/30d/MOIL-EQ.svg,https://nsearchives.nseindia.com/today/MOILEQN.svg,EQ,MOIL,MOIL Limited,Industrial Minerals,['EQ'],[],False,False,True,False,False,[],False,False,INE490G01020,INE490G01020,2010-12-15,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,NEWGEN,NEWGENEQN,988.55,1092.0,967.25,1092.0,986.55,105.45,10.69,68899753305.81,1798.9,758.2,1404308,0,1477963954.6,,39.296236589026634,-44.025323133737785,6.19,30-Apr-2024,https://nsearchives.nseindia.com/365d/NEWGEN-EQ.svg,01-Apr-2025,-0.55,https://nsearchives.nseindia.com/30d/NEWGEN-EQ.svg,https://nsearchives.nseindia.com/today/NEWGENEQN.svg,EQ,NEWGEN,Newgen Software Technologies Limited,Computers - Software & Consulting,['EQ'],[],False,False,True,False,False,[],False,False,INE619B01017,INE619B01017,2018-01-29,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,FORCEMOT,FORCEMOTEQN,8910.0,9789.0,8892.0,9744.5,8914.0,830.5,9.32,46773943582.44,9880.0,6125.0,243188,0,2321535876.88,,1.3714574898785425,-59.093877551020405,-6.39,30-Apr-2024,https://nsearchives.nseindia.com/365d/FORCEMOT-EQ.svg,01-Apr-2025,0.56,https://nsearchives.nseindia.com/30d/FORCEMOT-EQ.svg,https://nsearchives.nseindia.com/today/FORCEMOTEQN.svg,EQ,FORCEMOT,FORCE MOTORS LTD,Passenger Cars & Utility Vehicles,['EQ'],[],False,False,True,False,False,[],False,False,INE451A01017,INE451A01017,2024-02-14,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,NUVOCO,NUVOCOEQN,351.0,354.05,337.0,344.15,319.25,24.9,7.8,34393787717.31,385.65,287.05,2018386,0,696706479.48,,10.761052768053936,-19.89200487719908,-5.71,30-Apr-2024,https://nsearchives.nseindia.com/365d/NUVOCO-EQ.svg,01-Apr-2025,1.67,https://nsearchives.nseindia.com/30d/NUVOCO-EQ.svg,https://nsearchives.nseindia.com/today/NUVOCOEQN.svg,EQ,NUVOCO,Nuvoco Vistas Corporation Limited,Cement & Cement Products,['EQ'],[],False,False,True,False,False,[],False,False,INE118D01016,INE118D01016,2021-08-23,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,SONATSOFTW,SONATSOFTWEQN,419.0,459.0,403.2,453.85,421.55,32.3,7.66,88140885355.48,763.7,286.4,19835342,0,8722393291.08,,40.57221422024355,-58.46717877094974,-39.01,30-Apr-2024,https://nsearchives.nseindia.com/365d/SONATSOFTW-EQ.svg,01-Apr-2025,20.93,https://nsearchives.nseindia.com/30d/SONATSOFTW-EQ.svg,https://nsearchives.nseindia.com/today/SONATSOFTWEQN.svg,EQ,SONATSOFTW,Sonata Software Limited,Computers - Software & Consulting,['EQ'],[],False,False,True,False,False,[],False,False,INE269A01021,INE269A01021,1999-07-28,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,JUBLINGREA,JUBLINGREAEQN,678.0,686.0,650.0,685.5,642.45,43.05,6.7,50803066835.5,885.0,462.3,501374,0,336512201.32,,22.54237288135593,-48.28033744321869,16.18,30-Apr-2024,https://nsearchives.nseindia.com/365d/JUBLINGREA-EQ.svg,01-Apr-2025,-1.42,https://nsearchives.nseindia.com/30d/JUBLINGREA-EQ.svg,https://nsearchives.nseindia.com/today/JUBLINGREAEQN.svg,EQ,JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals,"['EQ', 'T0']",[],False,False,True,False,False,[],False,False,INE0BY001018,INE0BY001018,2021-03-19,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,CREDITACC,CREDITACCEQN,1095.0,1187.9,1095.0,1159.5,1088.55,70.9,6.51,61650641999.32,1551.95,750.2,2551985,0,2974236438.1,,25.28754148007346,-54.55878432418021,-27.84,30-Apr-2024,https://nsearchives.nseindia.com/365d/CREDITACC-EQ.svg,01-Apr-2025,12.61,https://nsearchives.nseindia.com/30d/CREDITACC-EQ.svg,https://nsearchives.nseindia.com/today/CREDITACCEQN.svg,EQ,CREDITACC,CREDITACCESS GRAMEEN LIMITED,Microfinance Institutions,['EQ'],[],False,False,True,True,False,[],False,False,INE741K01010,INE741K01010,2018-08-23,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,SKIPPER,SKIPPEREQN,470.0,498.5,465.1,487.9,458.6,29.3,6.39,18413527679.18,665.0,262.1,2646452,0,1280644587.32,,26.631578947368425,-86.15032430370086,28.21,30-Apr-2024,https://nsearchives.nseindia.com/365d/SKIPPER-EQ.svg,01-Apr-2025,4.95,https://nsearchives.nseindia.com/30d/SKIPPER-EQ.svg,https://nsearchives.nseindia.com/today/SKIPPEREQN.svg,EQ,SKIPPER,Skipper Limited,Heavy Electrical Equipment,['EQ'],[],False,False,True,False,False,[],False,False,INE439E01022,INE439E01022,2015-05-27,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,BALUFORGE,BALUFORGEEQN,512.0,544.5,505.2,543.65,511.9,31.75,6.2,21866618649.21,886.95,222.85,288431,0,152046401.65,,38.70567675742714,-143.9533318375589,85.07,30-Apr-2024,https://nsearchives.nseindia.com/365d/BALUFORGE-EQ.svg,01-Apr-2025,-18.13,https://nsearchives.nseindia.com/30d/BALUFORGE-EQ.svg,https://nsearchives.nseindia.com/today/BALUFORGEEQN.svg,EQ,BALUFORGE,Balu Forge Industries Limited,Castings & Forgings,['EQ'],[],False,False,True,False,False,[],False,False,INE011E01029,INE011E01029,2024-04-29,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,ADANIPORTS,ADANIPORTSEQN,1255.0,1295.0,1242.7,1288.5,1216.5,72.0,5.92,948286391075.52,1621.4,995.65,6953782,0,8863429612.84,,20.531639324040956,-29.412946316476678,-8.18,30-Apr-2024,https://nsearchives.nseindia.com/365d/ADANIPORTS-EQ.svg,01-Apr-2025,3.55,https://nsearchives.nseindia.com/30d/ADANIPORTS-EQ.svg,https://nsearchives.nseindia.com/today/ADANIPORTSEQN.svg,EQ,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Port & Port services,['EQ'],[],True,False,True,False,False,[],False,False,INE742F01042,INE742F01042,2007-11-27,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,COROMANDEL,COROMANDELEQN,2244.0,2338.0,2232.5,2325.0,2214.2,110.8,5.0,273803546305.59,2338.0,1170.0,452432,0,1041706582.72,,0.5560307955517536,-98.71794871794872,83.32,30-Apr-2024,https://nsearchives.nseindia.com/365d/COROMANDEL-EQ.svg,01-Apr-2025,8.06,https://nsearchives.nseindia.com/30d/COROMANDEL-EQ.svg,https://nsearchives.nseindia.com/today/COROMANDELEQN.svg,EQ,COROMANDEL,Coromandel International Limited,Fertilizers,['EQ'],[],False,False,True,False,False,['N1'],False,False,INE169A01031,INE169A01031,1995-05-31,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,TANLA,TANLAEQN,472.05,498.2,467.8,497.7,474.35,23.35,4.92,35851397775.39,1086.45,409.35,630804,0,307775579.64,,54.190252657738505,-21.58299743495785,-48.2,30-Apr-2024,https://nsearchives.nseindia.com/365d/TANLA-EQ.svg,01-Apr-2025,-1.27,https://nsearchives.nseindia.com/30d/TANLA-EQ.svg,https://nsearchives.nseindia.com/today/TANLAEQN.svg,EQ,TANLA,Tanla Platforms Limited,Software Products,['EQ'],[],False,False,True,False,False,['BE'],False,False,INE483C01032,INE483C01032,2007-01-05,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,PNBHOUSING,PNBHOUSINGEQN,1071.1,1088.0,1051.0,1056.5,1010.2,46.3,4.58,168731864824.2,1202.2,616.6,4698631,0,5022037771.73,,12.119447679254701,-71.342847875446,26.94,30-Apr-2024,https://nsearchives.nseindia.com/365d/PNBHOUSING-EQ.svg,01-Apr-2025,15.74,https://nsearchives.nseindia.com/30d/PNBHOUSING-EQ.svg,https://nsearchives.nseindia.com/today/PNBHOUSINGEQN.svg,EQ,PNBHOUSING,PNB Housing Finance Limited,Housing Finance Company,['EQ'],[],True,False,True,True,False,['BE'],False,False,INE572E01012,INE572E01012,2016-11-07,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,IOC,IOCEQN,139.79,144.0,138.11,143.95,137.86,6.09,4.42,536400634997.38,185.97,110.72,27033594,0,3842555051.16,,22.595042211109323,-30.012644508670512,-18.35,30-Apr-2024,https://nsearchives.nseindia.com/365d/IOC-EQ.svg,01-Apr-2025,5.04,https://nsearchives.nseindia.com/30d/IOC-EQ.svg,https://nsearchives.nseindia.com/today/IOCEQN.svg,EQ,IOC,Indian Oil Corporation Limited,Refineries & Marketing,['EQ'],[],True,False,True,True,False,[],False,False,INE242A01010,INE242A01010,1996-07-24,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,ERIS,ERISEQN,1440.1,1535.0,1440.1,1495.0,1432.1,62.9,4.39,80435085632.25,1593.9,815.85,274447,0,411187473.28,,6.2049062049062105,-83.24446895875467,59.84,30-Apr-2024,https://nsearchives.nseindia.com/365d/ERIS-EQ.svg,01-Apr-2025,3.03,https://nsearchives.nseindia.com/30d/ERIS-EQ.svg,https://nsearchives.nseindia.com/today/ERISEQN.svg,EQ,ERIS,Eris Lifesciences Limited,Pharmaceuticals,['EQ'],[],False,False,True,False,False,[],False,False,INE406M01024,INE406M01024,2017-06-29,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,AIIL,AIILEQN,1734.9,1821.7,1721.1,1796.0,1722.1,73.9,4.29,76092066826.62,1988.0,732.2,73151,0,131582555.78,,9.6579476861167,-145.28817263042885,106.72,30-Apr-2024,https://nsearchives.nseindia.com/365d/AIIL-EQ.svg,01-Apr-2025,-3.17,https://nsearchives.nseindia.com/30d/AIIL-EQ.svg,https://nsearchives.nseindia.com/today/AIILEQN.svg,EQ,AIIL,Authum Investment & Infrastructure Limited,Non Banking Financial Company (NBFC),['EQ'],[],False,False,True,False,False,[],False,False,INE206F01022,INE206F01022,2024-04-23,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,MCX,MCXEQN,6151.0,6387.0,6151.0,6386.5,6128.0,258.5,4.22,324963370664.1,7048.6,2917.85,296148,0,1870941643.32,,9.39335470873649,-118.87691279538016,49.14,30-Apr-2024,https://nsearchives.nseindia.com/365d/MCX-EQ.svg,01-Apr-2025,17.22,https://nsearchives.nseindia.com/30d/MCX-EQ.svg,https://nsearchives.nseindia.com/today/MCXEQN.svg,EQ,MCX,Multi Commodity Exchange of India Limited,Exchange and Data Platform,['EQ'],[],True,False,True,False,False,['IL'],False,False,INE745G01035,INE745G01035,2012-03-09,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,ELECON,ELECONEQN,544.9,569.0,542.55,567.35,544.85,22.5,4.13,49791085921.96,739.1,376.95,545716,0,306026618.48,,23.237721553240426,-50.51067780872796,-51.97,30-Apr-2024,https://nsearchives.nseindia.com/365d/ELECON-EQ.svg,01-Apr-2025,22.18,https://nsearchives.nseindia.com/30d/ELECON-EQ.svg,https://nsearchives.nseindia.com/today/ELECONEQN.svg,EQ,ELECON,Elecon Engineering Company Limited,Heavy Electrical Equipment,['EQ'],[],False,False,True,False,False,[],False,False,INE205B01031,INE205B01031,2006-09-29,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,SPANDANA,SPANDANAEQN,276.0,292.0,276.0,285.6,274.78,10.8,3.93,8990018501.85,935.6,193.0,291323,0,82980443.32,,69.47413424540402,-47.97927461139897,-68.54,30-Apr-2024,https://nsearchives.nseindia.com/365d/SPANDANA-EQ.svg,01-Apr-2025,12.38,https://nsearchives.nseindia.com/30d/SPANDANA-EQ.svg,https://nsearchives.nseindia.com/today/SPANDANAEQN.svg,EQ,SPANDANA,Spandana Sphoorty Financial Limited,Microfinance Institutions,['EQ'],[],False,False,False,False,False,[],False,False,INE572J01011,,2019-08-19,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,THOMASCOOK,THOMASCOOKEQN,136.4,140.52,135.0,139.6,134.34,5.26,3.92,22653943306.03,264.0,118.25,905835,0,126092232.0,,47.121212121212125,-18.054968287526425,-34.07,30-Apr-2024,https://nsearchives.nseindia.com/365d/THOMASCOOK-EQ.svg,01-Apr-2025,-1.53,https://nsearchives.nseindia.com/30d/THOMASCOOK-EQ.svg,https://nsearchives.nseindia.com/today/THOMASCOOKEQN.svg,EQ,THOMASCOOK,Thomas Cook  (India)  Limited,Tour Travel Related Services,['EQ'],[],False,False,True,False,False,"['P4', 'P1', 'P2', 'P3']",False,False,INE332A01027,INE332A01027,2000-06-07,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,AVALON,AVALONEQN,856.5,896.0,851.9,894.35,861.1,33.25,3.86,22414150812.06,1073.75,425.0,294888,0,259887743.28,,16.707799767171124,-110.43529411764706,66.44,30-Apr-2024,https://nsearchives.nseindia.com/365d/AVALON-EQ.svg,01-Apr-2025,11.85,https://nsearchives.nseindia.com/30d/AVALON-EQ.svg,https://nsearchives.nseindia.com/today/AVALONEQN.svg,EQ,AVALON,Avalon Technologies Limited,Other Electrical Equipment,['EQ'],[],False,False,True,False,False,[],False,False,INE0LCL01028,INE0LCL01028,2023-04-18,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,HBLENGINE,HBLENGINEEQN,486.55,501.4,480.0,500.5,481.95,18.55,3.85,56241105720.49,739.65,405.0,1017106,0,500538204.72,,32.33286013655107,-23.580246913580247,-,-,-,01-Apr-2025,-5.81,https://nsearchives.nseindia.com/30d/HBLENGINE-EQ.svg,https://nsearchives.nseindia.com/today/HBLENGINEEQN.svg,EQ,HBLENGINE,HBL Engineering Limited,Other Industrial Products,['EQ'],[],False,False,True,False,False,['BE'],False,False,INE292B01021,INE292B01021,2007-01-04,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,AETHER,AETHEREQN,812.9,840.0,809.1,836.05,805.35,30.7,3.81,20197690742.31,1071.0,738.5,37667,0,31038361.34,,21.937441643324,-13.209207853757611,-3.38,30-Apr-2024,https://nsearchives.nseindia.com/365d/AETHER-EQ.svg,01-Apr-2025,-2.35,https://nsearchives.nseindia.com/30d/AETHER-EQ.svg,https://nsearchives.nseindia.com/today/AETHEREQN.svg,EQ,AETHER,Aether Industries Limited,Specialty Chemicals,['EQ'],[],False,False,True,False,False,[],False,False,INE0BWX01014,INE0BWX01014,2022-06-03,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,RVNL,RVNLEQN,349.8,365.65,349.7,362.9,349.8,13.1,3.74,205426965226.97,647.0,249.85,5158542,0,1846758036.0,,43.91035548686245,-45.24714828897338,22.14,30-Apr-2024,https://nsearchives.nseindia.com/365d/RVNL-EQ.svg,01-Apr-2025,-0.09,https://nsearchives.nseindia.com/30d/RVNL-EQ.svg,https://nsearchives.nseindia.com/today/RVNLEQN.svg,EQ,RVNL,Rail Vikas Nigam Limited,Civil Construction,['EQ'],[],False,False,True,False,False,[],False,False,INE415G01027,INE415G01027,2019-04-11,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,IRCON,IRCONEQN,153.0,159.6,152.15,158.28,152.65,5.63,3.69,51431012845.57,351.6,134.24,3261274,0,510585057.44,,54.982935153583625,-17.90822407628128,-39.07,30-Apr-2024,https://nsearchives.nseindia.com/365d/IRCON-EQ.svg,01-Apr-2025,-4.15,https://nsearchives.nseindia.com/30d/IRCON-EQ.svg,https://nsearchives.nseindia.com/today/IRCONEQN.svg,EQ,IRCON,Ircon International Limited,Civil Construction,['EQ'],[],False,False,True,False,False,[],False,False,INE962Y01021,INE962Y01021,2018-09-28,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,AMIORG,AMIORGEQN,1150.9,1176.0,1124.1,1171.8,1130.6,41.2,3.64,57434056598.07,1322.0,504.0,355624,0,409326780.24,,11.36157337367625,-132.5,-8.14,30-Apr-2024,https://nsearchives.nseindia.com/365d/AMIORG-EQ.svg,01-Apr-2025,-55.27,https://nsearchives.nseindia.com/30d/AMIORG-EQ.svg,https://nsearchives.nseindia.com/today/AMIORGEQN.svg,EQ,AMIORG,Ami Organics Limited,Pharmaceuticals,['EQ'],[],False,False,True,False,False,[],False,False,INE00FF01025,INE00FF01025,2021-09-14,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,IIFLCAPS,IIFLCAPSEQN,222.05,232.9,221.55,228.7,220.67,8.03,3.64,26224677143.99,448.95,131.65,477122,0,108292380.34,,49.058915246686716,-73.71819217622482,-,-,-,01-Apr-2025,2.22,https://nsearchives.nseindia.com/30d/IIFLCAPS-EQ.svg,https://nsearchives.nseindia.com/today/IIFLCAPSEQN.svg,EQ,IIFLCAPS,IIFL Capital Services Limited,Stockbroking & Allied,['EQ'],[],False,False,True,False,False,[],False,False,INE489L01022,INE489L01022,2019-09-20,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,BSOFT,BSOFTEQN,390.0,405.8,389.15,404.05,390.2,13.85,3.55,66253334518.42,760.45,331.0,1185427,0,475344372.73,,46.86698665263988,-22.06948640483384,-39.98,30-Apr-2024,https://nsearchives.nseindia.com/365d/BSOFT-EQ.svg,01-Apr-2025,0.49,https://nsearchives.nseindia.com/30d/BSOFT-EQ.svg,https://nsearchives.nseindia.com/today/BSOFTEQN.svg,EQ,BSOFT,BIRLASOFT LIMITED,Computers - Software & Consulting,"['EQ', 'T0']",[],True,False,True,False,False,[],False,False,INE836A01035,INE836A01035,1999-11-24,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,LODHA,LODHAEQN,1319.9,1382.5,1315.0,1375.8,1329.3,46.5,3.5,383455788012.52,1649.95,1035.15,1308521,0,1787191067.01,,16.61565501984909,-32.90827416316474,7.32,30-Apr-2024,https://nsearchives.nseindia.com/365d/LODHA-EQ.svg,01-Apr-2025,14.87,https://nsearchives.nseindia.com/30d/LODHA-EQ.svg,https://nsearchives.nseindia.com/today/LODHAEQN.svg,EQ,LODHA,Macrotech Developers Limited,Residential Commercial Projects,['EQ'],[],True,False,True,False,False,[],False,False,INE670K01029,INE670K01029,2021-04-19,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,NATIONALUM,NATIONALUMEQN,157.01,162.4,156.7,161.76,156.47,5.29,3.38,144660795195.68,262.99,137.75,5937594,0,953280716.7,,38.491957869120505,-17.43012704174228,-15.54,30-Apr-2024,https://nsearchives.nseindia.com/365d/NATIONALUM-EQ.svg,01-Apr-2025,-10.74,https://nsearchives.nseindia.com/30d/NATIONALUM-EQ.svg,https://nsearchives.nseindia.com/today/NATIONALUMEQN.svg,EQ,NATIONALUM,National Aluminium Company Limited,Aluminium,['EQ'],[],True,False,True,False,False,[],False,False,INE139A01034,INE139A01034,1999-04-28,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,CARTRADE,CARTRADEEQN,1720.0,1768.0,1702.0,1761.4,1704.3,57.1,3.35,71122550788.7,1889.0,698.0,104766,0,182454179.64,,6.754896770778185,-152.34957020057308,142.86,30-Apr-2024,https://nsearchives.nseindia.com/365d/CARTRADE-EQ.svg,01-Apr-2025,6.77,https://nsearchives.nseindia.com/30d/CARTRADE-EQ.svg,https://nsearchives.nseindia.com/today/CARTRADEEQN.svg,EQ,CARTRADE,Cartrade Tech Limited,E-Retail/ E-Commerce,['EQ'],[],False,False,True,False,False,[],False,False,INE290S01011,INE290S01011,2021-08-20,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,MARUTI,MARUTIEQN,12257.0,12727.0,12250.0,12660.0,12257.0,403.0,3.29,1657053924467.36,13680.0,10725.0,347896,0,4379398343.04,,7.456140350877193,-18.041958041958043,-4.37,30-Apr-2024,https://nsearchives.nseindia.com/365d/MARUTI-EQ.svg,01-Apr-2025,6.76,https://nsearchives.nseindia.com/30d/MARUTI-EQ.svg,https://nsearchives.nseindia.com/today/MARUTIEQN.svg,EQ,MARUTI,Maruti Suzuki India Limited,Passenger Cars & Utility Vehicles,['EQ'],[],True,False,True,False,False,['IL'],False,False,INE585B01010,INE585B01010,2003-07-09,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,DEEPAKNTR,DEEPAKNTREQN,1935.9,1999.0,1935.8,1996.0,1935.6,60.4,3.12,136837608661.42,3169.0,1782.0,83861,0,165577674.23,,37.01483117702745,-12.008978675645343,-20.36,30-Apr-2024,https://nsearchives.nseindia.com/365d/DEEPAKNTR-EQ.svg,01-Apr-2025,-2.36,https://nsearchives.nseindia.com/30d/DEEPAKNTR-EQ.svg,https://nsearchives.nseindia.com/today/DEEPAKNTREQN.svg,EQ,DEEPAKNTR,Deepak Nitrite Limited,Specialty Chemicals,['EQ'],[],True,False,True,False,False,[],False,False,INE288B01029,INE288B01029,2010-09-29,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,ADANIGREEN,ADANIGREENEQN,902.05,931.95,900.0,928.6,900.7,27.9,3.1,283857623384.36,2174.1,758.0,1682209,0,1546925752.22,,57.28807322570259,-22.506596306068605,-49.9,30-Apr-2024,https://nsearchives.nseindia.com/365d/ADANIGREEN-EQ.svg,01-Apr-2025,-2.01,https://nsearchives.nseindia.com/30d/ADANIGREEN-EQ.svg,https://nsearchives.nseindia.com/today/ADANIGREENEQN.svg,EQ,ADANIGREEN,Adani Green Energy Limited,Power Generation,['EQ'],[],True,False,True,False,False,['BE'],False,False,INE364U01010,INE364U01010,2018-06-18,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,GODREJPROP,GODREJPROPEQN,2148.9,2232.9,2148.6,2228.6,2161.5,67.1,3.1,335199522536.5,3402.7,1900.0,495616,0,1092481392.64,,34.504951949922116,-17.29473684210526,-18.36,30-Apr-2024,https://nsearchives.nseindia.com/365d/GODREJPROP-EQ.svg,01-Apr-2025,5.88,https://nsearchives.nseindia.com/30d/GODREJPROP-EQ.svg,https://nsearchives.nseindia.com/today/GODREJPROPEQN.svg,EQ,GODREJPROP,Godrej Properties Limited,Residential Commercial Projects,['EQ'],[],True,False,True,False,False,[],False,False,INE484J01027,INE484J01027,2010-01-05,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,JSWHL,JSWHLBEN,22300.0,24190.0,22300.0,24000.0,23280.0,720.0,3.09,89688521880.0,27740.0,6015.0,2551,0,59963499.88,,13.482335976928622,-299.00249376558605,-,-,-,-,-,-,https://nsearchives.nseindia.com/today/JSWHLBEN.svg,BE,JSWHL,JSW Holdings Limited,Investment Company,['BE'],[],False,False,False,False,False,[],False,False,INE824G01012,,2005-06-21,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,RPOWER,RPOWEREQN,40.75,41.55,40.15,41.22,39.99,1.23,3.08,114617802565.81,53.64,23.3,23797360,0,974501892.0,,23.154362416107386,-76.90987124463518,46.48,30-Apr-2024,https://nsearchives.nseindia.com/365d/RPOWER-EQ.svg,01-Apr-2025,-4.76,https://nsearchives.nseindia.com/30d/RPOWER-EQ.svg,https://nsearchives.nseindia.com/today/RPOWEREQN.svg,EQ,RPOWER,Reliance Power Limited,Power Generation,"['EQ', 'T0']",[],False,False,False,False,False,[],False,False,INE614G01033,,2008-02-11,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,EXIDEIND,EXIDEINDEQN,350.0,363.5,348.0,362.25,351.75,10.5,2.99,164399410350.0,620.35,328.0,1889688,0,676810654.08,,41.605545256709924,-10.442073170731707,-25.54,30-Apr-2024,https://nsearchives.nseindia.com/365d/EXIDEIND-EQ.svg,01-Apr-2025,-3.58,https://nsearchives.nseindia.com/30d/EXIDEIND-EQ.svg,https://nsearchives.nseindia.com/today/EXIDEINDEQN.svg,EQ,EXIDEIND,Exide Industries Limited,Auto Components & Equipments,"['EQ', 'T0']",[],True,False,True,False,False,[],False,False,INE302A01020,INE302A01020,2003-06-17,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,SHAREINDIA,SHAREINDIAEQN,151.0,154.3,148.1,154.13,149.67,4.46,2.98,11622409647.15,352.0,143.19,185003,0,27974303.63,,56.21306818181818,-7.640198337872755,-91.19,30-Apr-2024,https://nsearchives.nseindia.com/365d/SHAREINDIA-EQ.svg,01-Apr-2025,-10.89,https://nsearchives.nseindia.com/30d/SHAREINDIA-EQ.svg,https://nsearchives.nseindia.com/today/SHAREINDIAEQN.svg,EQ,SHAREINDIA,Share India Securities Limited,Stockbroking & Allied,['EQ'],[],False,False,True,False,False,['W1'],False,False,INE932X01026,INE932X01026,2020-09-21,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
0,ETERNAL,ETERNALEQN,220.05,239.5,220.05,239.38,232.52,6.86,2.95,1658557759258.57,304.7,146.3,57976894,0,13521371218.68,,21.437479488021,-63.62269309637729,-,-,-,-,-,-,https://nsearchives.nseindia.com/today/ETERNALEQN.svg,EQ,ETERNAL,ETERNAL LIMITED,E-Retail/ E-Commerce,['EQ'],[],True,False,True,False,False,[],False,False,INE758T01015,INE758T01015,2021-07-23,False,False,02-May-2025 10:43:47,02-May-2025 09:07:22,False
